productName,companyName,receptionNumber
Thực phẩm bảo vệ sức khỏe Everyday Health NZ - GLUCO B,CÔNG TY TNHH SỨC KHOẺ HÀNG ĐẦU,3415/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LONG HUYẾT MT,CÔNG TY CỔ PHẦN DƯỢC PHẨM MẠNH THẮNG,3414/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Probiogut Z,CÔNG TY CỔ PHẦN NGHIÊN CỨU VÀ PHÁT TRIỂN CÔNG NGHỆ SPOMEDIC,3413/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên GUUVP+,CÔNG TY TNHH DƯỢC PHẨM PARIS - PHÁP,3409/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CANXICARE NANO,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ TRÍ TÍN,3410/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Active Kids Multivitamins,CÔNG TY CỔ PHẦN DƯỢC PHẨM YOUTH PHARMA,3411/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Ăn ngủ ngon Nutri Gold Plus,CÔNG TY TNHH QUỐC TẾ FAVIE,3408/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HEPA BEN,CÔNG TY CỔ PHẦN ĐẦU TƯ DVAR PHAR,3407/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Cool Detox,CÔNG TY TNHH AKITA VIỆT NAM,3402/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Agargreen + Premium,CÔNG TY TNHH CATERPILLAR GLOBAL,3403/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên ngậm Hohacol,CÔNG TY CỔ PHẦN DƯỢC PHẨM SUN FRANCE,3406/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe AN MẠCH VP,CÔNG TY TNHH DƯỢC PHẨM PARIS - PHÁP,3404/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Siro Hibee Rychil,CÔNG TY TNHH NAM CHÂU PHARMA,3405/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Giải độc gan HEPAWELL - Xạ đen,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI XUẤT NHẬP KHẨU BẢO BÌNH,3397/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CỐM SỦI THANH NHIỆT LIVERCOOL M03,CÔNG TY TNHH DƯỢC PHẨM 103,3401/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Bổ Bầu Sky Care,CÔNG TY TNHH MTV THƯƠNG MẠI DỊCH VỤ TRƯỜNG THỊNH PHARMA,3398/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Rulby Trinh Nữ Hoàng Cung,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI PHÚC HẬU,3400/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TN-THYMO KIDS,CÔNG TY TNHH THIÊN NHIÊN PHARMA,3399/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CANXI HB PLUS,CÔNG TY TNHH H&B NATURAL VIỆT NAM,3396/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Vitamin E Skin Beauty,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ GOLDEN HEALTH,3395/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên uống bổ mắt eye light,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ GOLDEN HEALTH,3394/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Cool liver,CÔNG TY CỔ PHẦN DƯỢC PHẨM VINOFA,3392/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Protuss TMT,CÔNG TY CP ĐẦU TƯ VÀ DỊCH VỤ THƯƠNG MẠI TUẤN MINH,3389/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Vherb Kẽm Zinkid Tổ Yến,CÔNG TY CỔ PHẦN DƯỢC PHẨM NAVIFA,3388/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Eumica MCP,CÔNG TY CỔ PHẦN DƯỢC VẬT TƯ Y TẾ MINH CHÂU,3390/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Đa vi chất BK,CÔNG TY TNHH DƯỢC PHẨM BK PHARMA GROUP,3393/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe PARILIVER,CÔNG TY TRÁCH NHIỆM HỮU HẠN TONKIN VIỆT NAM,3391/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Avisure Men’ Multi,Công ty Cổ phần Dược phẩm Bảo Minh,3387/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ XƯƠNG KHỚP TUỆ TIẾN,CÔNG TY TNHH NGHIÊN CỨU VÀ PHÁT TRIỂN TUỆ TIẾN,3383/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Choles Tea,CÔNG TY CỔ PHẦN THƯƠNG MẠI SPRING LIFE,3385/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ SYNDIGEST,CÔNG TY TNHH DƯỢC PHẨM TÂM MỸ AN,3386/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Vherb vit - c nutrakid tổ yến,CÔNG TY CỔ PHẦN DƯỢC PHẨM NAVIFA,3382/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NĐ Thanh nhiệt mát gan Detox,CÔNG TY CP THƯƠNG MẠI DƯỢC PHẨM NGỌC ĐÔNG,3384/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ ZINKISAN,CÔNG TY CỔ PHẦN DƯỢC PHẨM VIHAPHAR,3381/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Acid Folic Gold TVX,CÔNG TY TNHH THÁI VẠN XUÂN,3380/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr.Vita Men Plus,CÔNG TY CỔ PHẦN NATURE GIFT PHARMA,3379/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ ROYALMIN GINSENG GOLD,CÔNG TY TNHH NICE FRANCE LABORATORY,3378/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DiCanxi Plus,CÔNG TY TNHH USV PHARMA VIỆT NAM,3377/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ XOANG NIBIFA,CÔNG TY CỔ PHẦN DƯỢC PHẨM NINH BÌNH,3376/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GLUCANKID ZINC,CÔNG TY CỔ PHẦN CÔNG NGHỆ HÓA SINH VIỆT NAM,3375/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TĐH TRUNG AN,CÔNG TY TNHH MTV ĐÔNG NAM DƯỢC TRUNG AN,3372/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ VITC BEN THYMOMODULIN,CÔNG TY CỔ PHẦN ĐẦU TƯ DVAR PHAR,3373/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Milk thistle Extract,CÔNG TY TNHH VĂN DUY PHƯƠNG,3374/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BEVILUS,CÔNG TY TNHH ANDY PHARMA VIỆT NAM,3371/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GOLDENVITS BACHMAI,Công ty TNHH Y tế Dược Bạch Mai,3370/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe RUTINC300,CÔNG TY TNHH QUỐC TẾ ĐÔNG KHÁNH,3369/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe EYELIGHT GANAT DHG,Công ty cổ phần Dược Hậu Giang,3368/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CALCIUM DACO,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM DACO,3366/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ích Thọ Khớp,HỘ KINH DOANH ÍCH THỌ ĐƯỜNG,3363/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MEN VI SINH BIO DACO,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM DACO,3367/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NGÂN PHẾ THẢO GIKAPHAR,Công ty TNHH Thảo Dược Gikaphar,3365/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe AQUAF CAL MK7,CÔNG TY TNHH LIÊN DOANH DƯỢC PHẨM STANA VIỆT NAM,3364/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr Marie Algaferi,Công ty TNHH Bách Khang Việt Nam,3358/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TÂM THANH ĐƯỜNG,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ ANCO,3361/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DƯỠNG KHỚP SINGCARE,CÔNG TY CỔ PHẦN DƯỢC PHẨM SINGCARE,3355/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên sáng mắt green,CÔNG TY CỔ PHẦN GREEN MAX VIỆT NAM,3357/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CENLU FORT,CÔNG TY CỔ PHẦN TITAFA,3353/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BEBECOF,CÔNG TY TNHH XUẤT NHẬP KHẨU DƯỢC PHẨM TOÀN CẦU,3360/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ BỔ PHẾ VIỆT MỸ,CÔNG TY TNHH MỘT THÀNH VIÊN KINH DOANH THƯƠNG MẠI VIỆT MỸ,3362/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Mama Sky,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM SKY HEALTH,3359/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên nang Gân Cốt Hoàng Premium,CÔNG TY CỔ PHẦN TITAFA,3354/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐẠI TRÀNG PH,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ PHÚC HƯNG,3356/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe COLLAGEN MELAMA NMN,CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP VÀ DỊCH VỤ LINH ANH,3352/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BetterYou D3000+K2 Vitamin D+K2 Daily Oral Spray,Công ty TNHH Dịch vụ Thương mại và XNK Anh Việt,3351/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Hoạt huyết Viko,CÔNG TY CỔ PHẦN THẢO DƯỢC THIÊN NHIÊN VIỆT HÀN,3350/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Nutri D-Day Diet Catechin All New,Công ty cổ phần tập đoàn An Việt,3349/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐỊNH GIÁP CHÂU KHÔI,CÔNG TY TNHH Y DƯỢC CHÂU KHÔI,2968/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LION MAN GOLD,CÔNG TY CỔ PHẦN Y DƯỢC FOTECPHAM VIỆT NAM,3348/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ NC DHA MAMA,CÔNG TY TNHH WISCONSIN LINCOLN PHARMA,3347/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe XỊT HỌNG HODACO,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM DACO,3345/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DẠ DÀY PHU THAO GAS PLUS,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC PHẨM PHÚ THẢO,3346/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên sáng mắt Lutein THP,CÔNG TY TNHH THƯƠNG MẠI TRIHAPHAR,3343/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe RELEASE,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ NHẬP KHẨU LE'RELAX,3344/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ULTRA HEALTH FEMOSO,CÔNG TY TNHH XNK GOLD PHARMACY,3341/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ THÁI CỐT HOÀN,CÔNG TY TNHH THƯƠNG MẠI HUMI,3342/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Alapha - Daconew,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM DACO,3339/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Trí bảo hoàn,CÔNG TY TNHH DƯỢC PHẨM NAPHARCO,3338/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN NGẬM TRAVEL DACO,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM DACO,3340/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Đại Tràng GH,CÔNG TY TNHH GIA HƯNG PHARMA,3333/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe IVY PHARTON PLUS,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM IVY LIFE,3334/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe THANH NHIỆT MAXLIVERCOOL,Công ty cổ phần tập đoàn dược phẩm Sunwin,3331/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LIVERBIOTHINE,Công ty TNHH Dược Mỹ Phẩm Bio Coslab Việt Nam,3332/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ BrainMobi T,CÔNG TY CỔ PHẦN THƯƠNG MẠI NOVABELL PHARMA,3335/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN GIẢI ĐỘC GAN SLIVER-LIVA,CÔNG TY TNHH PHÁT TRIỂN Y DƯỢC MEDICARE,3337/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Đa vi chất Energy Medilight,CÔNG TY TNHH DƯỢC PHẨM MEDILIGHT,3336/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Khớp Vai Gáy Premium,CÔNG TY CỔ PHẦN TITAFA,3330/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Siro Tăng Đề Kháng IMAKTIV,CÔNG TY CỔ PHẦN DƯỢC PHẨM PHƯƠNG Y NAM,3326/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Gel dạ dày AICumangas,CÔNG TY TNHH DƯỢC PHẨM AIC,3329/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Viên Dưỡng não NERO BRAVIP - LIVA,CÔNG TY TNHH PHÁT TRIỂN Y DƯỢC MEDICARE,3325/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ ZINC THYMO NEW,CÔNG TY CỔ PHẦN DƯỢC PHẨM BLUESEA,3322/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VITAMIN 3B Plus+++,CÔNG TY CỔ PHẦN VSTAR PHARMA,3328/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe OMEGA3 DHA-EPA,CÔNG TY TNHH PHÁT TRIỂN Y DƯỢC MEDICARE,3324/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên uống nội tiết Diana beauty - LIVA,CÔNG TY TNHH PHÁT TRIỂN Y DƯỢC MEDICARE,3323/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ganthion,CÔNG TY TNHH DƯỢC PHẨM NAPHARCO,3321/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TN-Bổ Phế,CÔNG TY TNHH THIÊN NHIÊN PHARMA,3327/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe G&P BEAUTY NGỌC NỮ,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM G&P HEALTHY,3320/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ DƯỠNG MỘNG ĂN NGON,CÔNG TY CỔ PHẦN TECHMED GROUP,3319/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GLUCANKID PROBIOTICS,CÔNG TY CỔ PHẦN CÔNG NGHỆ HÓA SINH VIỆT NAM,3318/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN BỔ NÃO ROMAXTAN,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ RADAR USA,3317/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe THANH NHIỆT MIỆNG AGH,CÔNG TY TNHH DƯỢC PHẨM AN GIA HƯNG,3316/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HAUCHOLINGINKO,CÔNG TY TNHH THẢO DƯỢC VÀ VẬT TƯ THIẾT BỊ Y TẾ TRUNG HẬU,3315/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Sắc ngọc thiên nữ damiana diva,CÔNG TY CP QUỐC TẾ DR PHARM,3314/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe REUNINMAX,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM SUNNYPHARMA,3313/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GLUMARIN,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ XUÂN HÙNG,3312/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe IRON LIPOSOME,CÔNG TY CỔ PHẦN QUỐC TẾ EUROPHARMA,3311/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ WELLLAB LUXMEN ACTIVE,CÔNG TY TNHH MYGREENWAY VN,3310/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATTOKINASE 3000FU,CÔNG TY CỔ PHẦN DƯỢC PHẨM ZIPHAR,3309/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Detomen Power,Công ty tnhh thương mại dịch vụ và đầu tư Phúc Minh,3308/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Endo Ravia Glow,CÔNG TY TNHH NGHIÊN CỨU ỨNG DỤNG ENDOLIFE,3307/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Endo Ravia Peach,CÔNG TY TNHH NGHIÊN CỨU ỨNG DỤNG ENDOLIFE,3306/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BỔ MÁU FEROGOLDWINGS,CÔNG TY CỔ PHẦN DP GOLDWINGS VIỆT NAM,3305/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BAEKSE SECRET PREMIUM,CÔNG TY TNHH NATURAL DREAM,3304/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN SÁNG DA GLUTATHIONE BN,CÔNG TY TNHH BNPHARMA,3303/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ZinC Chelate HAKI,Công ty TNHH Liên doanh Công nghệ Cao Việt Nam - Hoa Kỳ,3302/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Primogastro An Dạ,CÔNG TY TNHH DƯỢC QUỐC TẾ HÒA PHÚ,3301/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe: ECANIX PLUS D3,CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU NHẬT VƯỢNG,3300/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe E PRENATAL CARE PLUS,CÔNG TY TNHH DƯỢC PHẨM POLYPHARM,3299/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe E SILYMARIN MAX,CÔNG TY TNHH DƯỢC PHẨM POLYPHARM,3298/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Men vi sinh Enter Protectis AB,Công ty cổ phần DP Ecolife,3297/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GLUCOSAMIN FEX TDPHARMA,CÔNG TY TNHH TÂN DƯỢC PHARMA,3296/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DIPEPTINE Men tiêu hóa,CÔNG TY CỔ PHẦN TITAFA,3295/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bonne Digesboss,CÔNG TY TNHH DƯỢC PHẨM DƯƠNG BÌNH,3286/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Omega 3 boss,CÔNG TY TNHH DƯỢC PHẨM DƯƠNG BÌNH,3287/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Liquid Nano Curcumin 3C Extra,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUỐC TẾ ĐẠI LÂM MỘC,3292/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe KAL BONECARE PLUS,CÔNG TY TNHH DƯỢC PHẨM DƯƠNG BÌNH,3285/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CANVON,CÔNG TY CỔ PHẦN DƯỢC PHẨM CVIN VIỆT NAM,3294/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Giải độc gan Liver Extra CK,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC MEDIPHARM,3293/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TH GIẢI ĐỘC MÁT GAN,CÔNG TY CỔ PHẦN DƯỢC TÍN HƯNG,3288/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Cà gai leo Gold liver,CÔNG TY TNHH NAM CHÂU PHARMA,3289/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Wellforce brain,CÔNG TY TNHH MEDIMAP,3291/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Nước uống sáng da Hector White,CÔNG TY CỔ PHẦN LAVITE,3290/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bio Apha,CÔNG TY TNHH APHABM,3284/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT HUYẾT THÔNG MẠCH KS,CÔNG TY TNHH THƯƠNG MẠI VÀ DƯỢC PHẨM KHÁNH SƠN,3283/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MÃNH LỰC NAM STY,CÔNG TY CỔ PHẦN ĐÔNG DƯỢC SAO THIÊN Y,3282/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BỔ THẬN VƯƠNG ĐT,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC PHẨM ĐÔNG THÀNH,3281/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Não đắc linh NutraBrain,CÔNG TY CỔ PHẦN NUTRAMED,2969/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MEN VI SINH BIOXCLAUSI,CÔNG TY CỔ PHẦN DƯỢC PHẨM CÔNG NGHỆ CAO HATAPHAR HEALTHCARE VIỆT NAM,3280/2024/ĐKSP
Thực Phẩm Bảo Vệ Sức Khỏe - Bill Natural Sources Melatonin 3mg Tablets,CÔNG TY TNHH BESH VIỆT NAM,3279/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Sắc Xuân Beauty Global,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI THẢO DƯỢC GLOBAL PHARMA,3278/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ginkgo cmc hoạt huyết dưỡng não,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ CMC,3277/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BH Xoang plus,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI NHẤT NGUYÊN,3276/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DƯỠNG KHỚP YB,CÔNG TY CỔ PHẦN DƯỢC PHẨM BẾN TRE,3275/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATTI KIDS,CÔNG TY CỔ PHẦN NATTI FOOD,3274/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Saw Palmetto,Công ty TNHH Hàng nội địa Nhật Bản Hoàng Quân,3273/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe THE JOINT OF LIFE PREMIUM,CÔNG TY TNHH MỘT THÀNH VIÊN CHUNMANI VIỆT NAM,3272/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BỘT XOANG NIBIFA,CÔNG TY CỔ PHẦN DƯỢC PHẨM NINH BÌNH,3271/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Henry Blooms Kids Liquid Cold and Flu with Elderberry,CÔNG TY TNHH INTERSHOP,3270/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ COLLAGEN ADILA DIAMOD,CÔNG TY CỔ PHẦN TECHMED GROUP,3269/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ GAN BÍ KỲ NAM,CÔNG TY CỔ PHẦN THT PHARMA,3268/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên uống sắc tố nữ macca estro,CÔNG TY TNHH DƯỢC PHẨM VÀ THIẾT BỊ VẬT TƯ Y TẾ VICOPHAR,3267/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CK Balance Max,CÔNG TY TNHH GCOOP VIỆT NAM,3266/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VITA JOINTMAX,CÔNG TY TNHH DƯỢC PHẨM GIA HÂN,3265/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ích não tâm an,Công ty TNHH Dược Xanh Tâm An,3264/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe : OLISURE NEW,CÔNG TY TNHH NACOFA,3263/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe STOMAX BB,Công ty TNHH đầu tư và phát triển Blue&Blue,3262/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GINKGO BILOBA YB,CÔNG TY CỔ PHẦN DƯỢC PHẨM BẾN TRE,3261/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CITIMAX 500 AGH,CÔNG TY TNHH DƯỢC PHẨM AN GIA HƯNG,3260/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN DƯỠNG TÂM MILONA,Công ty cổ phần Ausuk,3259/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe COLIEF INFANT DROPS,CÔNG TY CỔ PHẦN TẬP ĐOÀN SAKURA,3258/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ ALMAR PHALAC,Công Ty TNHH Kinh Doanh Và Thương Mại Almar Pharma,3257/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MetaLissa,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ METASUN,3256/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NMN,CÔNG TY CỔ PHẦN DƯỢC PHẨM GICO,3255/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LifeWise 365 Active Men,CÔNG TY CỔ PHẨN LIFEWISE INTERNATIONAL,3254/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GINKGO BILOBA,CÔNG TY CỔ PHẦN MATSUMOTO KIYOSHI VIỆT NAM,3253/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BEBE NIXPOCAL,Công ty TNHH kinh doanh và thương mại dược phẩm Greenlife,3252/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe OXYZYM PLUS,CÔNG TY TNHH DƯỢC PHẨM OXYPHARMA,3251/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BIO LG BỔ TỲ ĂN NGON,Công ty Cổ phần Bio LG,3250/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe FIVEFATH - POLAND,CÔNG TY TNHH DƯỢC PHẨM LEHUTRA,3249/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Sinus Healthcare,CÔNG TY TNHH DƯỢC MỸ PHẨM QUỐC TẾ HEALTH CARE,3248/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT HUYẾT GINKGO NATTO VSC,CÔNG TY TNHH VẠN SINH P&B,3247/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SAMTAMIN 5B,CÔNG TY TNHH SAM PHARMA VIỆT NAM,3246/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe JUMICK - POLAND,CÔNG TY CỔ PHẦN DƯỢC PHẨM LINH ĐẠT,3245/2024/ĐKSP
